3654388	3175144	4715919	328104	978990	71617	117049	4718219	21629	159	0	2046	1798542	2750588	498364	220016	642965	684596	13206	447471	683058	330363	835171	2758440	520567	696201	1045489	835936	2845655	60487	108153	132707	366274	326997	666557	42636	4422825	84827	3003195	0	0	0	0	0	1158408	44151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	81	3	0	3630071	3623661	3921415	1890842	3176735	484714	46410	616943	47614	274128	343095	378	15943	139	17040	7833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	69	7666	241	254	919704	391339	879018	11746	6604	30238	9238	2527	24935	23	20	2	7697	187	93981	6468	2849	473	163	41805	144744	19713	4623721	8918338	2830	1965470	1777033	1362140	711176	424866	178318	447846	509258	410603	266552	14973	663610	593235	671510	680969	502698	606153	904942	295465	1956660	0	854	471	14	0	28734	847	2110	933	126	0	177393	37728	476	381	20	0	18753	7736	374	261	920299	587038	46015	0	0	0	0	0	0	0	1452812	37292	884800	0	897	0	245	14	2429	1410	1	2825	10974	21323	5472	38025	3201	108780	1380102	2436065	260166	7804916	855952	767151	1452970	14627	723383	573522	2390109	810023	25959	48273	115262	0	31841	2	11187	14586	24082	7113	49841	61534	43371	20622	2608	5418	12620	25213	41986	96858	81389	165834	74164	20788	7620	71677	579	1009	412	533099	69666	356417	75803	3607834	24278	912435	1390896	0	0	123	491645	13154	13117	4795	2366	1013	442	151	9	156288	56189	21222	89297	27795	0	4459931	4271339	30664	135173	1773983	1343339	1477660	432897	1619751	2148075	29921	0	24331	32686	23657	10609	0	273292	81801	1471	29527	989	1106	12536	207091	96946	61472	70809	25130	240223	133219	60973	17087	12065906	199978	187873	23024	0	5
3655976	3160800	2948634	226757	959830	44810	90208	3444938	13898	175	0	1897	2094032	1999710	532929	221422	630498	674764	13856	443416	581014	359471	852950	4061221	513637	630651	784087	1002499	3647592	55520	99298	130581	290833	355335	1389350	32424	4413945	18414	1895842	0	0	0	0	0	571819	41361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	102	0	1	3627470	3638607	3919353	3172962	3369694	480930	46707	615468	46314	272540	343043	378	15617	144	17162	8847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	71	7541	241	272	921157	389391	865214	19964	6738	27575	12227	2709	29484	4	9	6	5249	185	73734	10617	3037	533	141	35890	89888	19858	4596931	4637893	2817	2029292	1804450	1352554	845473	401999	122121	454305	489393	416113	262196	21238	701117	601636	661309	653420	515101	631485	893739	302694	1426482	0	839	521	10	0	25172	960	1848	986	140	0	101856	22229	467	392	9	0	19470	3206	372	256	1097567	563321	40307	0	0	0	0	0	0	0	1275995	18523	1012780	0	699	0	247	13	3895	2814	0	6782	12166	23399	5111	39428	3066	132057	1258772	3909509	354537	5297797	929378	1145403	1824411	5635	782939	814590	2528665	787490	23612	50424	113602	0	23354	25300	9569	13875	22990	8381	49028	63084	50889	24282	3955	5274	26165	21014	38385	92424	71676	130669	68037	25946	7362	69594	550	1178	407	587709	105733	415203	77026	3416850	24855	462854	632818	0	0	120	557396	6941	12672	4717	3759	798	454	278	12	126914	108025	20142	85980	24347	0	4563158	4398663	24482	136911	3798570	3001818	2025007	434145	1574115	796215	35492	0	29466	26660	23548	8823	0	274201	243702	2641	41457	847	129	22470	62523	32812	57492	698529	116256	453783	331356	23592	5008	13791990	351122	210659	18315	8	5
3621833	3312233	2932254	231361	960015	44265	96469	3321620	14637	174	0	1828	1792599	2772954	523429	220770	648435	516470	13361	381989	680669	369102	816571	2227231	486523	642509	722342	931916	3718586	55322	102957	138226	264132	425682	1132257	26690	4809131	11973	1703920	0	0	0	0	0	670135	31921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	85	0	1	3639755	3640248	3928122	3844240	4592742	481580	47390	618798	46243	275784	341814	376	15766	140	16993	8089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	74	7621	243	277	933888	389847	869756	17018	8995	25687	9596	2427	27477	40	5	1	4840	190	72522	6359	3084	538	135	39668	88462	19407	4654273	4617042	2748	2336810	1767195	1369702	851689	419517	124085	428090	784338	380942	263560	15146	741570	597129	606602	625340	499602	624881	1036032	291138	2114923	0	818	478	11	0	26931	969	2115	1033	100	0	99951	19923	491	373	4	0	18732	3089	376	239	833846	826873	47125	0	0	0	0	0	0	0	1643813	8883	1188639	0	758	0	244	16	4847	1815	0	8368	10990	22163	5033	39863	3308	141080	1260124	2458059	228988	5517039	756151	636971	1452703	14155	740376	664030	3311218	771856	21722	46415	177876	0	31011	0	9308	13528	36671	8812	46727	73758	44194	23593	3195	4847	23148	20810	52986	86973	87695	131943	186923	27033	7383	69096	544	1073	383	545580	92488	521676	94807	4770542	24553	604645	499205	0	0	121	636064	13749	8799	5671	2060	490	371	217	12	119222	47422	18993	85757	25071	0	4133959	3525963	25917	133920	1763055	1390178	871067	441327	1484187	947890	56527	1	23618	24143	23485	7141	0	274629	156104	1352	75158	923	1625	66707	109534	30401	98016	62966	16607	169590	70905	132089	4155	14181840	69297	40201	20712	8	5
17579336	65389655	135915273	333015	3664784	187870	331464	75257831	29004	190	0	2946	6757971	9928780	19987619	6187683	2331710	2411743	705486	1949840	5490105	4363854	8419674	8416671	1803701	1646287	2021304	2839920	61534750	1550030	1318604	296330	426225	83835632	3121748	2281045	34643463	76874	954936212	0	0	0	0	0	25516668	1009021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5365	283	75	17	21964807	21520939	33047233	51641162	129486257	1415452	371479	2628414	369443	790282	1845455	1494	21948	147	23476	11978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	93	14198	1134	1070	5652084	1269421	3145740	312979	15063	340694	68781	78497	39247	103	46	11	8878	769	144877	14027	5536	1263	264	123331	280951	47436	34610829	302383941	3277	50407851	18487934	8007613	4677291	1572241	6727142	9468772	3412071	2592257	1423691	1114677	5552813	5043084	2975177	3053783	2880390	5715860	8382854	1180469	87389642	0	2123	1493	19	0	69683	10143	5200	3092	250	0	298241	602679	5779	4870	11	0	174336	70113	1501	1291	16748457	28180937	595949	0	0	0	0	0	0	0	16068740	409339	15662375	0	1258	0	1289	9	2339	7838	407	146485	69413	36234	398028	112012	55962	1947962	16867104	5182038	12244340	23758314	74729013	14467650	16900448	11080	52828762	44336123	41789669	16957767	34411	303854	623453	0	588600	480459	64111	311037	341974	426598	85027	415850	51848	149179	19299	400766	26079	41977	504093	594777	612316	711958	159457	39107	81823	4426821	1427	3957	4811	18854680	1379769	855363	2282701	127597083	32441	12381168	29210967	0	0	665	12903789	14522	16872	10015	7516	1747	712	427	78	245776	97987	229005	358980	77158	0	65693313	74270198	519268	1268238	41529191	94963778	133455450	4052802	44149287	11852150	34491	2	684329	1515550	430049	27848	0	896327	147614	4434	88129	7618	2168	546334	1892222	201103	1150232	615199	895124	1509466	2332127	151056	28634	106011423	441838	270314	56973	18	1
137231652	300170628	268477092	526716	32498454	135701	862504	132766740	81087	322	0	2763	51591797	95447013	12363570	5262848	21204130	19406793	320090	12582579	21069172	6118134	42599129	73463765	8843379	14193250	29577729	33108422	116200820	3279562	5010039	4223847	3594125	65096774	14083488	10835678	133383719	999661	132174443	0	0	0	0	0	29037187	1882122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19795	13284	343	21	195494328	155005037	106855749	115746255	173195119	18427443	2659425	25503367	2463883	11990784	13931919	1484	579238	1350	655335	366725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	117	22154	777	993	31126312	18770738	28646933	27606	13620	274615	241628	203517	40611	7	5	6	11264	741	2576500	12772	8978	2482	213	1046553	2863510	426588	184312380	144520638	3339	103508325	48988059	150552371	27545626	16306329	9691594	12681533	11655937	20447183	8988021	8604805	12096842	11970340	45360165	51344754	24078621	12063974	50826993	13924716	135733538	0	3304	1822	73	0	205955	4480	4708	2879	344	0	268989	244209	6651	4577	8	0	223870	253384	1537	1290	55820309	51453379	579055	0	0	0	0	0	0	0	42053798	2639400	39680807	0	1028	0	1288	47	204500	8396	0	496262	214610	63273	276341	1788861	228716	1561926	45529611	7694815	7346979	50398881	74930097	82943988	48061772	20295	42290225	38481569	103598923	49920695	100971	272038	1957989	0	1260123	1746108	351307	66680	239090	315536	112650	815038	315810	132763	52169	274740	90845	58381	521096	715056	1013084	1452633	1288990	218129	227509	4803059	2018	3136	4632	12907844	878395	721576	1617574	133806858	31571	37152359	35726260	0	0	676	40651401	6895	216609	12791	5042	1753	976	522	210	8274942	2401702	180660	196021	77967	0	153945558	305832920	1202519	3733786	63302720	40461874	27493749	16712137	114765238	46363387	25064	260	1317283	1555766	1174944	158689	0	20029305	10561675	86034	524930	10054	3163	313938	1413683	861865	955984	2408493	606413	4844858	3158846	174458	44900	280808807	605249	667175	382687	50	2
110942029	166168902	148188222	282707	31179151	109570	889684	189411779	144430	299	0	2802	52673742	77467590	29340585	4557251	18901563	21539921	396979	14673048	20518284	6217281	24413767	68307694	11165397	17021247	42087072	28132985	107004594	3346891	4331705	3652574	3179719	74388134	14514375	9798955	136479040	866077	99935237	0	0	0	0	0	36952890	2081421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18310	15409	177	6262	105090260	102022405	142784306	104917922	156059434	21190514	3013321	29799795	2946588	12244214	13639860	1492	619480	1453	855260	506806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066	110	24556	772	901	30494570	18677595	51212407	29795	16335	227292	207253	191684	38930	54	26	14	21626	753	2604022	12479	5061	1537	194	1059633	2770664	382036	136834902	167603042	3514	83085332	51795985	40155630	29139265	21498562	5673068	11994874	12596114	17110071	9859963	9322335	28893667	10596108	41171123	30326071	28838276	12519388	30241381	21791370	153562725	0	4592	2085	25	0	83227	3959	4601	2473	417	0	248032	250394	5879	5088	7	0	177379	238902	1487	1292	173657839	39283751	1284102	0	0	0	0	0	0	0	60757244	2005126	74482779	0	1575	0	1288	13	188150	8478	0	850615	262998	62449	272938	437871	335363	1599371	135928068	3959358	7887953	48391174	37298237	122101820	71824299	32689	40242803	38739006	214846996	63467362	395254	756019	1506680	0	1221849	1137351	227113	32548	545545	354301	119846	489514	306116	122011	24747	269709	42875	65613	671044	618911	1087060	947958	1005642	184353	315230	3578824	2043	2867	5062	40261279	1631946	1404392	1677732	429341838	30385	37598893	58182988	0	0	660	36793560	6788	40721	10016	11037	4240	1503	413	60	10236587	1688178	179796	217682	268589	0	130860235	163836875	1853468	4020019	48970311	45840224	31562063	16166970	77399933	51107479	21682	102	2243014	1279394	1229044	33504	0	11362577	2542853	75720	185091	6210	4539	304459	936220	1284198	611179	1931114	346374	2466218	5390027	126122	100987	101950200	2324842	363802	158657	2177	2
123136718	202411113	155906712	361316	33557023	75515	420145	132620114	66800	256	0	2761	57919125	105986890	16054607	4820844	22680690	23744118	389054	13825097	26627601	9589767	35531988	92896011	19988624	12411814	24164287	32637026	110953544	3059006	4729359	4742335	4195007	88911353	17922113	7904277	134735295	1061154	136296040	0	0	0	0	0	33506393	2004231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16954	14674	316	51	166357551	214629501	149883146	216173260	382421161	20767965	5136781	36959211	4503126	11704453	13682610	1496	853075	1970	839021	335139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314	564	21233	768	881	34273395	36152124	54687851	88190	13627	219946	210695	187016	44588	10	64	33	19444	742	3289940	14743	6800	1580	235	2604398	2983091	554289	181307182	154180206	3480	88162639	54923183	36803835	48687877	36407410	7140459	21238907	14755196	9822562	9475035	7436773	12887962	11798173	26476574	35280074	26257517	10243251	30449033	13883326	168399373	0	3448	1960	30	0	171211	6045	5492	2818	495	0	278773	252332	5909	4536	11	0	183150	230476	1501	1275	37720992	37329049	876795	0	0	0	0	0	0	0	52625114	2862352	39609587	0	1391	0	1284	11	208851	5269	0	600079	230733	44675	273875	490114	202385	2407183	48256306	3542473	6942954	75857073	71336566	93723113	40086467	12307	52904751	46715428	202079832	49242895	182925	356049	1037940	0	1617650	1315996	280130	105222	414536	288975	72532	591249	249492	116634	23232	271489	40812	55493	672084	755336	773427	894264	562459	167309	28568	2560456	1535	3330	5614	20706495	784620	790852	1958423	137236296	29413	42301698	54354670	0	0	681	42716700	10067	100449	14359	5331	1651	1385	174	18	4786442	1359948	231819	250706	108512	0	241182548	129764183	1482617	3762581	52910529	69800077	31762419	30224628	85115751	36818969	27647	77	1722877	1791402	2479011	34988	0	14038242	3219915	24830	368285	15233	7021	555553	1126108	894150	480769	1164389	510711	8000628	2524671	653828	46834	108581737	1598172	841073	45936	97	2
9052653971	5459624553	7431261669	4381115	2083906136	2035225	10962754	5096845129	2572637	3234	0	14415	280464803	8794483954	350099676	101082732	99432113	2239389699	7938616	925121931	6683710994	55059618	218129703	1825217596	131625831	513552164	574499663	534731844	4318363343	27850660	27873303	29187280	24984922	3374049739	227203785	163073467	9388301516	10779049	3794784930	0	0	0	0	0	1053939881	19581332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249118	30624	2442	4424	7084829748	7582898187	10973913258	2787777840	5661962087	1148261761	451203795	2076529347	361848364	734145836	1191253800	397569	2224416	7050	2602586	1430085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11167	4559	372169	1862	2878	2746883347	1125723815	3221790743	9112359	125674	16268278	7272258	8218267	11711047	705	788	800	206821	203197	28949419	385385	151840	47969	2321	10624375	31173253	3933005	8175817086	10845172497	38265	2509739499	2588833681	3105733310	2706302136	1852570853	145484102	203870307	34681517055	1183880538	559922155	229110934	1259678081	981492759	1631035041	1719706508	801920863	797314679	1676933894	751855661	2865293975	0	252315	90033	529	0	9286311	67417	340058	186867	751	0	4609207	3621906	16998	20268	83	0	2085273	7706929	430063	1917	1649088035	3430644902	53480618	0	0	0	0	0	0	0	1652411835	4687589	1321605756	0	220455	0	1906	12	413477	225689	17	3037713	6741160	951491	757101	9246856	8765690	30478614	2493492113	200099365	28520450	1868962596	1579796817	2170850922	1359210151	478085	1500483682	1716533113	3511018345	1995331176	1471697	7981916	14196353	0	58899851	42024415	8471366	10189005	16208825	44493617	2288379	59236870	2501627	39530845	34292297	455176	1398550	1046636	9583238	140321922	11708448	136108869	15469995	1226863	788994	56688395	95672	174967	12677	298915302	13732003	11365793	13555883	5312377146	284462	1484872074	1868892668	0	0	1832	1461115259	19628	1700482	684649	118530	36298	11322	4044	495	55329967	20413631	809213	4647818	11783425	0	7479694393	5340636131	61625311	37922199	4205820456	3803045406	2009522110	1265210293	4847054962	1954659176	110518720	4200	71389099	72992974	61871637	448426	0	982041492	29724122	426802	3121902	123531	64671	6302470	28006884	17420144	22800804	20765279	5823072	80975509	42500961	8953294	961953	4293055281	20553963	14962524	4675801	40948	3
14822092187	6194566000	7811620713	5334025	1947817166	3104581	11544969	6805690522	3200628	3427	0	15132	327124276	9816652260	235803280	101488386	122431180	2381519272	10233216	1174669524	2972368929	54280589	242576035	1628690275	103986693	654764603	622192623	693576736	5267008870	26877904	28361847	24642995	22621945	2634527954	155824409	152353650	7636840259	13722495	2958845395	0	0	0	0	0	966914401	18254303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205454	25124	3081	4590	10004263391	5782096649	8326848702	2849281769	7854689967	1581597728	373266506	2219931352	377973197	754959484	1973854460	378391	2257978	4340	2612010	1627823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8548	9835	309161	1782	2575	3111484478	724215074	2830382662	7749491	192390	24442907	7648418	6358916	7457886	1909	975	371	221219	150446	16049899	326122	135870	39293	1764	14915222	61375420	4513731	10590829489	10153033241	28117	3449477789	2788668011	3301332638	2130799815	999120028	144169384	265371693	606146655	961954525	608404237	144638601	1011865325	968935134	1434510250	1897001280	655609258	818877353	1764619889	492487118	3326258546	0	165930	78346	1917	0	17447509	81449	378144	179426	1587	0	4562703	5190345	14080	10590	110	0	5545384	6061038	436590	1943	1214877037	1658041816	62946408	0	0	0	0	0	0	0	1787915361	4824989	1555332393	0	160201	0	1924	93	731745	197568	7	4539008	8376115	823876	685273	9364514	18655471	49554342	2242062324	37362891	600184025	3270773709	1676090538	2964320634	1642658909	414865	2194264272	1643608712	4473111587	1617805177	1449830	8731413	17591428	0	53286514	48149293	6843295	7483505	18239064	34071270	2252027	71173186	2454396	55779656	23562110	519050	1812676	919415	9649746	63853774	12301479	105524471	14355583	1143555	578639	60604578	102802	283149	55896	274373145	12071738	9009915	11500244	5945585494	225416	1105381533	1603476499	0	0	1479	1197787736	9835	1295872	528131	73575	18007	11715	2834	672	39978015	17877250	1013955	4951342	10669309	28	5735773530	6179694230	48359721	33422109	3147057927	2729405801	2759768268	1088753890	2794940161	1740730146	167111	3098	69593700	53068353	36179022	7188885	0	707632175	61325019	399004	8579248	288042	84222	13148316	21455327	33396403	32651699	28550529	11517599	263506097	61265314	25603878	2300701	6215358261	62890853	53799923	16318452	16406	3
7661861107	5471057991	12327994926	6647401	1854411418	2608991	9100017	4904603847	4366314	1948	0	11471	298020175	8129175121	230639234	118944059	121867851	2036092678	7477800	1406061805	2094275711	56233546	170545375	2168062388	146834784	450151979	485653700	692444814	5326817657	19044747	28049652	22834323	35170739	4151170943	180780791	90094614	10055098997	18433589	4497732740	0	0	0	0	0	1000720361	19626058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210448	24095	753	951	9902570873	7912594047	12529912248	3285541029	6167287263	1108444590	322428775	3048326532	385450248	671001930	1581223960	327677	2382989	3834	3031812	1422611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70464	6250	332101	1764	2676	2654860820	694108579	3182209696	7552828	184513	13329617	8026343	8395271	7274309	1761	1154	704	130959	190481	14696143	416671	118545	40481	2160	11613722	26127036	3574068	9470286590	9154836883	33184	3293212271	2786605243	174541971212	2196239860	1036197006	161724632	206143327	571537458	949147830	493546785	141054558	843419307	800799478	1442333692	1543002170	884481582	797003855	1495409022	543106654	2489756496	0	165473	70869	2061	0	6182968	70253	245562	145038	2757	0	6399680	3140285	45896	45801	578	0	11754426	5758000	202136	2120	1304514371	1101039283	57150277	0	0	0	0	0	0	0	1334674312	4819494	1160909862	0	122549	0	1908	19	208482	152585	4	4022619	6166803	2266522	1532710	11442133	5996522	54953720	2313103013	149205950	96807330	1793916147	1191279287	1304872531	1211751094	4724860	1136208638	1145536549	4063981987	1566516197	2062452	8446393	19165601	0	52416684	32604878	5733910	6437337	12593747	25669847	6735130	60275049	7990599	45000461	25590484	756600	1789065	1309693	9114123	37243602	13064782	71980686	22946000	1686309	3163297	37258161	66366	170566	54602	194204215	13214815	134477430	138130576	4418802105	181940	985359100	1255338856	0	0	1478	1170583104	26878	1487066	656531	157627	70385	51287	9338	2081	74175814	26140959	3823573	5826270	6163988	2	3830097371	5629531170	54757614	46199201	1902344537	2295704236	1633027042	733094945	1828778160	1316467435	8745685	5110	49074796	62593204	6930141	9523388	0	476774547	44622129	1382003	17560796	645981	261306	9716240	30931280	33379314	58371372	55955318	9908411	188554014	73780045	21762891	5072560	10002292553	72080510	30382004	13790575	50205	3
